#Time=   0.270000E+08
#              y              u         u_exac             y'             u'        u'_exac
    0.00000        0.00000        0.00000        0.00000        0.00000        0.00000    
   0.200000E-01   0.200011E-01   0.200000E-01   0.200000E-01   0.200011E-01   0.200000E-01
   0.400000E-01   0.400022E-01   0.400000E-01   0.400000E-01   0.400022E-01   0.400000E-01
   0.600000E-01   0.600033E-01   0.600000E-01   0.600000E-01   0.600033E-01   0.600000E-01
   0.800000E-01   0.800044E-01   0.800000E-01   0.800000E-01   0.800044E-01   0.800000E-01
   0.100000       0.100005       0.100000       0.100000       0.100005       0.100000    
   0.120000       0.120006       0.120000       0.120000       0.120006       0.120000    
   0.140000       0.140008       0.140000       0.140000       0.140008       0.140000    
   0.160000       0.160008       0.160000       0.160000       0.160008       0.160000    
   0.180000       0.180009       0.180000       0.180000       0.180009       0.180000    
   0.200000       0.200010       0.200000       0.200000       0.200010       0.200000    
   0.220000       0.220011       0.220000       0.220000       0.220011       0.220000    
   0.240000       0.240012       0.240000       0.240000       0.240012       0.240000    
   0.260000       0.260013       0.260000       0.260000       0.260013       0.260000    
   0.280000       0.280014       0.280000       0.280000       0.280014       0.280000    
   0.300000       0.300014       0.300000       0.300000       0.300014       0.300000    
   0.320000       0.320015       0.320000       0.320000       0.320015       0.320000    
   0.340000       0.340015       0.340000       0.340000       0.340015       0.340000    
   0.360000       0.360016       0.360000       0.360000       0.360016       0.360000    
   0.380000       0.380016       0.380000       0.380000       0.380016       0.380000    
   0.400000       0.400017       0.400000       0.400000       0.400017       0.400000    
   0.420000       0.420017       0.420000       0.420000       0.420017       0.420000    
   0.440000       0.440017       0.440000       0.440000       0.440017       0.440000    
   0.460000       0.460017       0.460000       0.460000       0.460017       0.460000    
   0.480000       0.480018       0.480000       0.480000       0.480018       0.480000    
   0.500000       0.500018       0.500000       0.500000       0.500018       0.500000    
   0.520000       0.520018       0.520000       0.520000       0.520018       0.520000    
   0.540000       0.540017       0.540000       0.540000       0.540017       0.540000    
   0.560000       0.560017       0.560000       0.560000       0.560017       0.560000    
   0.580000       0.580017       0.580000       0.580000       0.580017       0.580000    
   0.600000       0.600017       0.600000       0.600000       0.600017       0.600000    
   0.620000       0.620016       0.620000       0.620000       0.620016       0.620000    
   0.640000       0.640016       0.640000       0.640000       0.640016       0.640000    
   0.660000       0.660015       0.660000       0.660000       0.660015       0.660000    
   0.680000       0.680015       0.680000       0.680000       0.680015       0.680000    
   0.700000       0.700014       0.700000       0.700000       0.700014       0.700000    
   0.720000       0.720014       0.720000       0.720000       0.720014       0.720000    
   0.740000       0.740013       0.740000       0.740000       0.740013       0.740000    
   0.760000       0.760012       0.760000       0.760000       0.760012       0.760000    
   0.780000       0.780011       0.780000       0.780000       0.780011       0.780000    
   0.800000       0.800010       0.800000       0.800000       0.800010       0.800000    
   0.820000       0.820009       0.820000       0.820000       0.820009       0.820000    
   0.840000       0.840008       0.840000       0.840000       0.840008       0.840000    
   0.860000       0.860008       0.860000       0.860000       0.860008       0.860000    
   0.880000       0.880006       0.880000       0.880000       0.880006       0.880000    
   0.900000       0.900005       0.900000       0.900000       0.900005       0.900000    
   0.920000       0.920004       0.920000       0.920000       0.920004       0.920000    
   0.940000       0.940003       0.940000       0.940000       0.940003       0.940000    
   0.960000       0.960002       0.960000       0.960000       0.960002       0.960000    
   0.980000       0.980001       0.980000       0.980000       0.980001       0.980000    
    1.00000        1.00000        1.00000        1.00000        1.00000        1.00000    
