#Time=    1.45000    
#              y              u         u_exac             y'             u'        u'_exac
    0.00000        0.00000        0.00000        0.00000        0.00000        0.00000    
   0.200000E-01   0.200000E-01   0.200000E-01   0.200000E-01   0.200000E-01   0.200000E-01
   0.400000E-01   0.400001E-01   0.400001E-01   0.400000E-01   0.400001E-01   0.400001E-01
   0.600000E-01   0.600001E-01   0.600001E-01   0.600000E-01   0.600001E-01   0.600001E-01
   0.800000E-01   0.800002E-01   0.800002E-01   0.800000E-01   0.800002E-01   0.800002E-01
   0.100000       0.100000       0.100000       0.100000       0.100000       0.100000    
   0.120000       0.120000       0.120000       0.120000       0.120000       0.120000    
   0.140000       0.140000       0.140000       0.140000       0.140000       0.140000    
   0.160000       0.160000       0.160000       0.160000       0.160000       0.160000    
   0.180000       0.180000       0.180000       0.180000       0.180000       0.180000    
   0.200000       0.200000       0.200000       0.200000       0.200000       0.200000    
   0.220000       0.220000       0.220000       0.220000       0.220000       0.220000    
   0.240000       0.240000       0.240000       0.240000       0.240000       0.240000    
   0.260000       0.260000       0.260000       0.260000       0.260000       0.260000    
   0.280000       0.280000       0.280000       0.280000       0.280000       0.280000    
   0.300000       0.300000       0.300000       0.300000       0.300000       0.300000    
   0.320000       0.320001       0.320001       0.320000       0.320001       0.320001    
   0.340000       0.340001       0.340001       0.340000       0.340001       0.340001    
   0.360000       0.360001       0.360001       0.360000       0.360001       0.360001    
   0.380000       0.380001       0.380001       0.380000       0.380001       0.380001    
   0.400000       0.400001       0.400001       0.400000       0.400001       0.400001    
   0.420000       0.420001       0.420001       0.420000       0.420001       0.420001    
   0.440000       0.440001       0.440001       0.440000       0.440001       0.440001    
   0.460000       0.460001       0.460001       0.460000       0.460001       0.460001    
   0.480000       0.480001       0.480001       0.480000       0.480001       0.480001    
   0.500000       0.500001       0.500001       0.500000       0.500001       0.500001    
   0.520000       0.520001       0.520001       0.520000       0.520001       0.520001    
   0.540000       0.540001       0.540001       0.540000       0.540001       0.540001    
   0.560000       0.560001       0.560001       0.560000       0.560001       0.560001    
   0.580000       0.580001       0.580001       0.580000       0.580001       0.580001    
   0.600000       0.600001       0.600001       0.600000       0.600001       0.600001    
   0.620000       0.620001       0.620001       0.620000       0.620001       0.620001    
   0.640000       0.640001       0.640001       0.640000       0.640001       0.640001    
   0.660000       0.660001       0.660001       0.660000       0.660001       0.660001    
   0.680000       0.680001       0.680001       0.680000       0.680001       0.680001    
   0.700000       0.700000       0.700000       0.700000       0.700000       0.700000    
   0.720000       0.720000       0.720000       0.720000       0.720000       0.720000    
   0.740000       0.740000       0.740000       0.740000       0.740000       0.740000    
   0.760000       0.760000       0.760000       0.760000       0.760000       0.760000    
   0.780000       0.780000       0.780000       0.780000       0.780000       0.780000    
   0.800000       0.800000       0.800000       0.800000       0.800000       0.800000    
   0.820000       0.820000       0.820000       0.820000       0.820000       0.820000    
   0.840000       0.840000       0.840000       0.840000       0.840000       0.840000    
   0.860000       0.860000       0.860000       0.860000       0.860000       0.860000    
   0.880000       0.880000       0.880000       0.880000       0.880000       0.880000    
   0.900000       0.900000       0.900000       0.900000       0.900000       0.900000    
   0.920000       0.920000       0.920000       0.920000       0.920000       0.920000    
   0.940000       0.940000       0.940000       0.940000       0.940000       0.940000    
   0.960000       0.960000       0.960000       0.960000       0.960000       0.960000    
   0.980000       0.980000       0.980000       0.980000       0.980000       0.980000    
    1.00000        1.00000        1.00000        1.00000        1.00000        1.00000    
