#Time=    1.05000    
#              y              u         u_exac             y'             u'        u'_exac
    0.00000        0.00000        0.00000        0.00000        0.00000        0.00000    
   0.200000E-01   0.200020E-01   0.200020E-01   0.200000E-01   0.200020E-01   0.200020E-01
   0.400000E-01   0.400040E-01   0.400040E-01   0.400000E-01   0.400040E-01   0.400040E-01
   0.600000E-01   0.600059E-01   0.600059E-01   0.600000E-01   0.600059E-01   0.600059E-01
   0.800000E-01   0.800078E-01   0.800079E-01   0.800000E-01   0.800078E-01   0.800079E-01
   0.100000       0.100010       0.100010       0.100000       0.100010       0.100010    
   0.120000       0.120012       0.120012       0.120000       0.120012       0.120012    
   0.140000       0.140013       0.140013       0.140000       0.140013       0.140013    
   0.160000       0.160015       0.160015       0.160000       0.160015       0.160015    
   0.180000       0.180017       0.180017       0.180000       0.180017       0.180017    
   0.200000       0.200019       0.200019       0.200000       0.200019       0.200019    
   0.220000       0.220020       0.220020       0.220000       0.220020       0.220020    
   0.240000       0.240022       0.240022       0.240000       0.240022       0.240022    
   0.260000       0.260023       0.260023       0.260000       0.260023       0.260023    
   0.280000       0.280024       0.280024       0.280000       0.280024       0.280024    
   0.300000       0.300026       0.300026       0.300000       0.300026       0.300026    
   0.320000       0.320027       0.320027       0.320000       0.320027       0.320027    
   0.340000       0.340028       0.340028       0.340000       0.340028       0.340028    
   0.360000       0.360029       0.360029       0.360000       0.360029       0.360029    
   0.380000       0.380029       0.380029       0.380000       0.380029       0.380029    
   0.400000       0.400030       0.400030       0.400000       0.400030       0.400030    
   0.420000       0.420031       0.420031       0.420000       0.420031       0.420031    
   0.440000       0.440031       0.440031       0.440000       0.440031       0.440031    
   0.460000       0.460031       0.460031       0.460000       0.460031       0.460031    
   0.480000       0.480031       0.480032       0.480000       0.480031       0.480032    
   0.500000       0.500032       0.500032       0.500000       0.500032       0.500032    
   0.520000       0.520031       0.520032       0.520000       0.520031       0.520032    
   0.540000       0.540031       0.540031       0.540000       0.540031       0.540031    
   0.560000       0.560031       0.560031       0.560000       0.560031       0.560031    
   0.580000       0.580031       0.580031       0.580000       0.580031       0.580031    
   0.600000       0.600030       0.600030       0.600000       0.600030       0.600030    
   0.620000       0.620029       0.620029       0.620000       0.620029       0.620029    
   0.640000       0.640029       0.640029       0.640000       0.640029       0.640029    
   0.660000       0.660028       0.660028       0.660000       0.660028       0.660028    
   0.680000       0.680027       0.680027       0.680000       0.680027       0.680027    
   0.700000       0.700026       0.700026       0.700000       0.700026       0.700026    
   0.720000       0.720024       0.720024       0.720000       0.720024       0.720024    
   0.740000       0.740023       0.740023       0.740000       0.740023       0.740023    
   0.760000       0.760022       0.760022       0.760000       0.760022       0.760022    
   0.780000       0.780020       0.780020       0.780000       0.780020       0.780020    
   0.800000       0.800019       0.800019       0.800000       0.800019       0.800019    
   0.820000       0.820017       0.820017       0.820000       0.820017       0.820017    
   0.840000       0.840015       0.840015       0.840000       0.840015       0.840015    
   0.860000       0.860013       0.860013       0.860000       0.860013       0.860013    
   0.880000       0.880012       0.880012       0.880000       0.880012       0.880012    
   0.900000       0.900010       0.900010       0.900000       0.900010       0.900010    
   0.920000       0.920008       0.920008       0.920000       0.920008       0.920008    
   0.940000       0.940006       0.940006       0.940000       0.940006       0.940006    
   0.960000       0.960004       0.960004       0.960000       0.960004       0.960004    
   0.980000       0.980002       0.980002       0.980000       0.980002       0.980002    
    1.00000        1.00000        1.00000        1.00000        1.00000        1.00000    
