#Time=    1.08000    
#              y              u         u_exac             y'             u'        u'_exac
    0.00000        0.00000        0.00000        0.00000        0.00000        0.00000    
   0.200000E-01   0.200015E-01   0.200015E-01   0.200000E-01   0.200015E-01   0.200015E-01
   0.400000E-01   0.400030E-01   0.400029E-01   0.400000E-01   0.400030E-01   0.400029E-01
   0.600000E-01   0.600045E-01   0.600044E-01   0.600000E-01   0.600045E-01   0.600044E-01
   0.800000E-01   0.800059E-01   0.800058E-01   0.800000E-01   0.800059E-01   0.800058E-01
   0.100000       0.100007       0.100007       0.100000       0.100007       0.100007    
   0.120000       0.120009       0.120009       0.120000       0.120009       0.120009    
   0.140000       0.140010       0.140010       0.140000       0.140010       0.140010    
   0.160000       0.160011       0.160011       0.160000       0.160011       0.160011    
   0.180000       0.180013       0.180013       0.180000       0.180013       0.180013    
   0.200000       0.200014       0.200014       0.200000       0.200014       0.200014    
   0.220000       0.220015       0.220015       0.220000       0.220015       0.220015    
   0.240000       0.240016       0.240016       0.240000       0.240016       0.240016    
   0.260000       0.260017       0.260017       0.260000       0.260017       0.260017    
   0.280000       0.280018       0.280018       0.280000       0.280018       0.280018    
   0.300000       0.300019       0.300019       0.300000       0.300019       0.300019    
   0.320000       0.320020       0.320020       0.320000       0.320020       0.320020    
   0.340000       0.340021       0.340021       0.340000       0.340021       0.340021    
   0.360000       0.360022       0.360021       0.360000       0.360022       0.360021    
   0.380000       0.380022       0.380022       0.380000       0.380022       0.380022    
   0.400000       0.400023       0.400022       0.400000       0.400023       0.400022    
   0.420000       0.420023       0.420023       0.420000       0.420023       0.420023    
   0.440000       0.440023       0.440023       0.440000       0.440023       0.440023    
   0.460000       0.460024       0.460023       0.460000       0.460024       0.460023    
   0.480000       0.480024       0.480023       0.480000       0.480024       0.480023    
   0.500000       0.500024       0.500023       0.500000       0.500024       0.500023    
   0.520000       0.520024       0.520023       0.520000       0.520024       0.520023    
   0.540000       0.540024       0.540023       0.540000       0.540024       0.540023    
   0.560000       0.560023       0.560023       0.560000       0.560023       0.560023    
   0.580000       0.580023       0.580023       0.580000       0.580023       0.580023    
   0.600000       0.600023       0.600022       0.600000       0.600023       0.600022    
   0.620000       0.620022       0.620022       0.620000       0.620022       0.620022    
   0.640000       0.640022       0.640021       0.640000       0.640022       0.640021    
   0.660000       0.660021       0.660021       0.660000       0.660021       0.660021    
   0.680000       0.680020       0.680020       0.680000       0.680020       0.680020    
   0.700000       0.700019       0.700019       0.700000       0.700019       0.700019    
   0.720000       0.720018       0.720018       0.720000       0.720018       0.720018    
   0.740000       0.740017       0.740017       0.740000       0.740017       0.740017    
   0.760000       0.760016       0.760016       0.760000       0.760016       0.760016    
   0.780000       0.780015       0.780015       0.780000       0.780015       0.780015    
   0.800000       0.800014       0.800014       0.800000       0.800014       0.800014    
   0.820000       0.820013       0.820013       0.820000       0.820013       0.820013    
   0.840000       0.840011       0.840011       0.840000       0.840011       0.840011    
   0.860000       0.860010       0.860010       0.860000       0.860010       0.860010    
   0.880000       0.880009       0.880009       0.880000       0.880009       0.880009    
   0.900000       0.900007       0.900007       0.900000       0.900007       0.900007    
   0.920000       0.920006       0.920006       0.920000       0.920006       0.920006    
   0.940000       0.940004       0.940004       0.940000       0.940004       0.940004    
   0.960000       0.960003       0.960003       0.960000       0.960003       0.960003    
   0.980000       0.980001       0.980001       0.980000       0.980001       0.980001    
    1.00000        1.00000        1.00000        1.00000        1.00000        1.00000    
