#Time=    1.20000    
#              y              u         u_exac             y'             u'        u'_exac
    0.00000        0.00000        0.00000        0.00000        0.00000        0.00000    
   0.200000E-01   0.200004E-01   0.200005E-01   0.200000E-01   0.200004E-01   0.200005E-01
   0.400000E-01   0.400009E-01   0.400009E-01   0.400000E-01   0.400009E-01   0.400009E-01
   0.600000E-01   0.600013E-01   0.600013E-01   0.600000E-01   0.600013E-01   0.600013E-01
   0.800000E-01   0.800018E-01   0.800018E-01   0.800000E-01   0.800018E-01   0.800018E-01
   0.100000       0.100002       0.100002       0.100000       0.100002       0.100002    
   0.120000       0.120003       0.120003       0.120000       0.120003       0.120003    
   0.140000       0.140003       0.140003       0.140000       0.140003       0.140003    
   0.160000       0.160003       0.160003       0.160000       0.160003       0.160003    
   0.180000       0.180004       0.180004       0.180000       0.180004       0.180004    
   0.200000       0.200004       0.200004       0.200000       0.200004       0.200004    
   0.220000       0.220005       0.220005       0.220000       0.220005       0.220005    
   0.240000       0.240005       0.240005       0.240000       0.240005       0.240005    
   0.260000       0.260005       0.260005       0.260000       0.260005       0.260005    
   0.280000       0.280005       0.280006       0.280000       0.280005       0.280006    
   0.300000       0.300006       0.300006       0.300000       0.300006       0.300006    
   0.320000       0.320006       0.320006       0.320000       0.320006       0.320006    
   0.340000       0.340006       0.340006       0.340000       0.340006       0.340006    
   0.360000       0.360006       0.360007       0.360000       0.360006       0.360007    
   0.380000       0.380007       0.380007       0.380000       0.380007       0.380007    
   0.400000       0.400007       0.400007       0.400000       0.400007       0.400007    
   0.420000       0.420007       0.420007       0.420000       0.420007       0.420007    
   0.440000       0.440007       0.440007       0.440000       0.440007       0.440007    
   0.460000       0.460007       0.460007       0.460000       0.460007       0.460007    
   0.480000       0.480007       0.480007       0.480000       0.480007       0.480007    
   0.500000       0.500007       0.500007       0.500000       0.500007       0.500007    
   0.520000       0.520007       0.520007       0.520000       0.520007       0.520007    
   0.540000       0.540007       0.540007       0.540000       0.540007       0.540007    
   0.560000       0.560007       0.560007       0.560000       0.560007       0.560007    
   0.580000       0.580007       0.580007       0.580000       0.580007       0.580007    
   0.600000       0.600007       0.600007       0.600000       0.600007       0.600007    
   0.620000       0.620007       0.620007       0.620000       0.620007       0.620007    
   0.640000       0.640006       0.640007       0.640000       0.640006       0.640007    
   0.660000       0.660006       0.660006       0.660000       0.660006       0.660006    
   0.680000       0.680006       0.680006       0.680000       0.680006       0.680006    
   0.700000       0.700006       0.700006       0.700000       0.700006       0.700006    
   0.720000       0.720005       0.720006       0.720000       0.720005       0.720006    
   0.740000       0.740005       0.740005       0.740000       0.740005       0.740005    
   0.760000       0.760005       0.760005       0.760000       0.760005       0.760005    
   0.780000       0.780005       0.780005       0.780000       0.780005       0.780005    
   0.800000       0.800004       0.800004       0.800000       0.800004       0.800004    
   0.820000       0.820004       0.820004       0.820000       0.820004       0.820004    
   0.840000       0.840003       0.840003       0.840000       0.840003       0.840003    
   0.860000       0.860003       0.860003       0.860000       0.860003       0.860003    
   0.880000       0.880003       0.880003       0.880000       0.880003       0.880003    
   0.900000       0.900002       0.900002       0.900000       0.900002       0.900002    
   0.920000       0.920002       0.920002       0.920000       0.920002       0.920002    
   0.940000       0.940001       0.940001       0.940000       0.940001       0.940001    
   0.960000       0.960001       0.960001       0.960000       0.960001       0.960001    
   0.980000       0.980000       0.980000       0.980000       0.980000       0.980000    
    1.00000        1.00000        1.00000        1.00000        1.00000        1.00000    
